variant,split,num_evaluated_samples,eval_miou,eval_ari,coarsest_level_name,selected_level_names_json,learnable_gates,final_gate_weights_json,checkpoint_path
fpn_0_only,test,227,0.6545456470461155,0.4055213409794071,fpn_0,"[""fpn_0""]",False,"{""fpn_0"": 1.0}",outputs/rwtd_sam3_auto/coarse_vs_fine_sam_scales/stage2/smoke_train_fpn_0_only_native/checkpoint.pt
